,Headline,1
1078,Ford Recalls 1.4 Million Cars Because Their Steering Wheels Might Come Off,1
1079,Foreign Candy Has Unrecognizable Fruit On Label,1
1080,Former Auschwitz Guard Sentenced To 4 Years In Prison,1
1081,Former Blink 182 Guitarist Crowdfunding Spaceship,1
1082,Former Facebook Exec Says Website Tearing Apart Fabric Of Society,1
1083,Former Parishioners Protest Mormon LGBT Policy,1
1084,Former TV Host Must Pay PBS $1.5 Million For Violating Morality Clause,1
1085,Former Trump Lawyer Michael Cohen Under Investigation For Tax Fraud,1
1086,"Fossils Suggest Human Species At Least 315,000 Years Old",1
1087,Four Tons Of Pot Found Buried In Jalapeños,1
1088,Fox News Apologizes For Their Mentally Ill Hosts,1
1089,Fox News Chief Resigns Amid Harassment Claims,1
1090,Fox News Condemns 2020 Election As Partisan Witch Hunt Orchestrated By Democrats To Unseat President,1
1091,Fox News Intern Fetching Coffee Tells Herself This Will All Pay Off When She Trump’s Secretary Of State One Day,1
1092,Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’,1
1093,Fox News Settles Harassment Suit Against Bill O’Reilly,1
1094,Fox News Settles With Carlson Over Harassment Claims,1
1095,Fox Preempts Jets-Redskins Game In First Quarter For More Exciting Shot Of Empty ‘NFL Sunday’ Studio,1
1096,Fracking Causing Earthquakes Across U.S.,1
1097,"France Stops Publishing Names, Images Of Terrorists",1
1098,Frat Brothers Draw All Over Pledge Who Passed Away At Party,1
1099,Frat Nutritionists Dare Americans To Swallow More Live Goldfish,1
1100,Fraternity Brothers Make Note Not To Kill Pledge Whose Family Has Lake House ,1
1101,Fraternity Penalized For Offensive Banners,1
1102,Fraternity Sues ‘Rolling Stone’ For $25 Million,1
1103,Free Couch Sitting On Curb For Months,1
1104,Free Meals Sway Doctors To Prescribe More Name Brands,1
1105,Freeloading Refugee Children Taking Up Thousands Of Prison Cells Meant For Real Americans,1
1106,French President Pledges To Rebuild Notre Dame In 5 Years,1
1107,Fresh Beef Coming To McDonald’s,1
1108,Freshman Emails Every Claudia On Campus To Find Missed Tinder Match,1
1109,Friend Group Annoyed They Never See Melissa Anymore Now That She’s Dating Guy Who Keeps Her Locked In Chamber At Top Of Tallest Tower,1
1110,Friend Who Listened To Podcast On Watergate Bursts Into Conversation With Guns Fucking Blazing,1
1111,Friend Who Not Into Dogfighting Really Ruining Match For Everyone Else,1
1112,Friends Excitedly Gather Around Man’s Phone To Watch Shaky Footage Of Concert,1
1113,Friends Place Memorial On Section Of Six Flags Roller Coaster Track Where Guest Died,1
1114,Friends Trying On Each Other’s Glasses Revel In Glorious Mayhem Of Having Slightly Different Prescriptions,1
1115,Frito-Lay Pledges Party-Size Bag Of Plain Potato Chips To Help Combat World Hunger,1
1116,Frustrated Jared Kushner Doesn’t Get Why Everyone In Media Attacking His Qualifications Like They Didn’t Just Get Jobs Through Nepotism Too,1
1117,Frustrated Jesus Christ Forced To Find 22nd Vessel For Reincarnation After Death Of Charles Manson,1
1118,"Fuck, I Totally Forgot To Fight For Women’s Rights And Promote Sustainability",1
1119,Fucking Idiot Has Perfect GIF For That,1
1120,Fully Recovered Chris Cuomo Gradually Realizing Family Never Going To Let Him Out Of Basement,1
1121,Fuming Rachel Maddow Spends Entire Show Just Pointing Wildly At Picture Of Putin,1
1122,Furious Jeff Bezos Reams Out ‘Washington Post’ Editors After Catching Another Copy-Editing Mistake,1
1123,Furloughed Federal Employee Starts Online Search For New Government,1
1124,Furloughed SeaWorld Orca Trying To Make Ends Meet By Picking Up Trader Joe’s Shift,1
1125,GOP Leaders Celebrate Decisive Win Over Americans,1
1126,GOP Leaders Condemn Steve King For White Supremacy Comment,1
1127,GOP Leaders Demand Congressman Duncan Hunter’s Resignation After Discovering He Poor,1
1128,GOP Leaders Move Goalposts On Opposing Trump To Him Being Filmed Masturbating On U.S. Flag In Arlington Cemetery,1
1129,GOP Strips Steve King Of Post On Powerful House Segregation Committee,1
1130,GOP Turns Dozens Of House Democrats Away From Impeachment For Failing To Provide Adequate Voter ID,1
1131,GOP Vote To Gut Ethics Panel Quickly Rescinded,1
1132,Gabe Newell Reveals To ‘Half-Life’ Fans That They Are In Hell And He Is Their Devilish Master,1
1133,"Gap Closing 175 Locations In Favor Of Smaller, ‘More Vibrant’ Stores",1
1134,Garlic Clove Concerned About Being Deployed Into Water Glass With No Real Exit Strategy,1
1135,Gastric Bypass Patients At Higher Risk Of Self-Harm,1
1136,Gates Foundation Pledges $25 Billion To Eradicate Whatever Disease Drives People To Support Taxing The Rich,1
1137,Gene Editing Experiments To Begin In Britain,1
1138,Genealogists Find 99% Of People Not Related To Anyone Cool,1
1139,General Mattis Condemns Trump As Threat To Constitution,1
1140,Geologists Uncover Slab Of Amber Containing Perfectly Preserved Adam And Eve,1
1141,George And Amal Clooney Expecting Twins,1
1142,George H.W. Bush To Vote For Clinton,1
1143,"George Lucas Recalls Peter Mayhew Ad-Libbing Decision To Play Character As Nonverbal, Fur-Covered Monster",1
1144,George R.R. Martin Admits He Struggling With New Book,1
1145,"George R.R. Martin Announces Next Book To Feature Pixies, Dracula",1
1146,George R.R. Martin Promises Fans ‘The Winds Of Winter’ Is Nearly Started,1
1147,George W. Bush Warns Of Rise Of Conspiracy Theories,1
1148,George Zimmerman Auctions Off Gun Used To Kill Trayvon Martin,1
1149,"George Zimmerman Sues Buttigieg, Warren",1
1150,"George, Amal Clooney To Join Florida Teens In Gun March",1
1151,Georgetown Gives Slight Advantage To Descendants Of Slaves,1
1152,Georgia Election Worker Assures Black Man Ballot Scanner Supposed To Sound Like Shredder,1
1153,Georgia GOP Demands Stacey Abrams Step Down As Candidate To Avoid Conflict Of Interest,1
1154,Georgia Governor Disgusted By Inhumane Filming Of Black Man’s Murder,1
1155,Georgia Governor Signs Bill Outlawing Abortion Except For Single 30-Second Window On Third Day Of Fourth Week Of Pregnancy,1
1156,German Metal Festival Builds Own Beer Pipeline,1
1157,"German Police Seize 5,000 Trump-Shaped Ecstasy Pills",1
1158,German Shepherd Wins Best In Show At Westminster,1
1159,Germany Running Out Of Beer Bottles,1
1160,Getting Arm Squeezed By Walgreens Blood Pressure Machine Most Physical Contact Man Has Had In Months,1
1161,Gianforte Wins Special Election,1
1162,Giant Panda No Longer Endangered Species,1
1163,Giant Pandas Finally Mate After Being Married In Catholic Ceremony,1
1164,Giant Penguin Roamed Earth Millions Of Years Ago,1
1165,Giants Excited About Seeing Real NFL End Zone Up Close,1
1166,Gimp Tied To Pole On Curb Outside Coffee Shop While Owner Inside ,1
1167,Gina Haspel Recalls Having To Torture More Prisoners Than Male Colleagues To Prove Herself,1
1168,Girlfriend Making Playlist Of Bands You Might Like To Associate With Her Forever,1
1169,Girlfriend Surprises Rob Gronkowski With Relaxing Couple’s CAT Scan,1
1170,Girls Banned From Flight For Wearing Leggings,1
1171,Girls Scouts Announces They’ll Never Ever Let Gross Fucking Boys In,1
1172,"Giuliani: ‘When The Going Gets Tough, I Can Always Look Back Fondly On The Events Of 9/11’",1
1173,Glitter iPhone Cases Recalled Due To Chemical Burns,1
1174,Gluten-Free Diets Soaring In Popularity,1
1175,Gmail Unveils ‘Unsend’ Option,1
1176,God Admits Heaven Was Way Cooler In The ’70s,1
1177,God Admits There Was Probably A Better Way Of Giving Humans Taste Of Heavenly Bliss Than Opioids,1
1178,God Announces Major Overhaul Of Procreation Process For 2021,1
1179,God Cleans Cosmos After Discovering Universe Infested With Ants,1
1180,God Flees Universe With $250 In Cash,1
1181,God Gets Celtic Cross Tattooed On Back,1
1182,God In Critical Condition,1
1183,God Orders All Followers To Swallow Cyanide Capsules In Preparation For Voyage To Alpha Centauri,1
1184,God Recalls Time He Pulled Wings Off Angel As Child,1
1185,God Reveals Jerusalem Actually Only 87th Holiest Site On Earth,1
1186,"God Stumbles On Old, Beat-Up Planet That He Carved ‘Mötley Crüe’ All Over",1
1187,Golden Boy Boxing Applies For PPP Loan To Continue Paying Off Judges,1
1188,Golf’s Most Prestigious Championships,1
1189,"Good News, ‘Final Fantasy’ Fans: Looks Like They Made A Bunch Of Those Things",1
1190,Good Scissors Not In The Fucking Drawer,1
1191,Google AI Writes Original Song,1
1192,Google Algorithm Beats Board Game Champion,1
1193,Google Announces Gaming Platform Called Stadia,1
1194,Google Engineer Writes Controversial Gender Manifesto,1
1195,Google Offering Depression Test,1
1196,Google Offers Virtual Tours Of World’s Museums And Cultural Sites,1
1197,Google Proposes Professional Female Emoji,1
1198,"Google, Facebook Spread Misinformation About Las Vegas Shooting",1
1199,Google’s Self-Driving Car Linked To First Collision Injury,1
1200,Google’s ‘Human Flypaper’ Would Protect Pedestrians,1
1201,Goose Thinking Of Migrating Home A Couple Weeks Early To Avoid The Crowds,1
1202,Gordon Hayward Confident He Still Has His Most Gruesome Injuries Ahead Of Him,1
1203,Gorsuch Sworn In As Supreme Court Justice,1
1204,"Gothamist, DNAinfo Owner Shutters Sites After Vote To Unionize",1
1205,Government Agencies Soliciting Yelp Reviews,1
1206,Government Reopens,1
1207,Government Slams High Cost Of EpiPens,1
1208,Governor Declares April ‘Confederate Heritage Month’,1
1209,Governor Upset Barber Would Be So Reckless As To Get Near Ben Roethlisberger,1
1210,Graduation Ceremony A Real Broken Fucking Record About Student Who Died In Car Accident,1
1211,Grammys Accused Of Bias Toward Music That Accurately Represents What Nation At Large Listening To,1
1212,Grandmother Can’t Believe She Hung On This Long For Granddaughter’s Lame-Ass Wedding,1
1213,Grandmother Contracts Herpes 5 Minutes After Checking Into Nursing Home,1
1214,Graphic Play Making People Faint,1
1215,Grated Cheese Found To Contain Wood Pulp,1
1216,Grateful Dead Farewell Tour Draws Record Crowd,1
1217,Greatest College Football Rivalries,1
1218,Greatest Sports Moments Of 2015,1
1219,Greenhouse Gas Emissions Declined 3% Under Trump,1
1220,Greenland Shark Could Be 500 Years Old,1
1221,Gregg Popovich Invites Tim Duncan To Address Team USA On Dangers Of Hypernationalism,1
1222,Greta Thunberg Delivers Fiery Speech At U.N.’s Climate Action Summit,1
1223,Greta Thunberg Speaks On Climate At Davos 2020,1
1224,"Grindr, Tinder Sharing User Data With Third Party",1
1225,Grinning Tim Cook Announces New iPhone Will No Longer Be Compatible With AirPods,1
1226,"Grocery Store Bar Actually Has Great Little Happy Hour, Reports Man With A Serious Problem",1
1227,Growing Drug Tolerance Drives Trump To Buy Black-Tar Hydroxychloroquine Off Dealer In D.C. Metro Station,1
1228,Growing Number Rely On Traditional Outlets Amidst Growth In Fake News,1
1229,Guantánamo Inmates Cheer After Learning Trump Saved Their Home,1
1230,Guide To The Characters Of ‘The Force Awakens’,1
1231,Guitar Maker Gibson Files For Bankruptcy,1
1232,Guy Who Had Least To Do With Play’s Success Celebrating The Most,1
1233,HBO Greenlights Alternate History Civil War Drama,1
1234,HIV Evidence Debunks ‘Patient Zero’ Myth,1
1235,HR Director Doesn’t Know What It Is About Her That Makes People Want To Unload All Their Problems,1
1236,"Hacked Equifax Customer Receives 10,000 Stolen Social Security Numbers As Share Of Class Action Settlement",1
1237,Hacker Just Going To Fix A Few Annoying Typos On Company’s Website Before Stealing Customer Data,1
1238,Hackers Launch Biggest Cyberattack Ever,1
1239,Hackers Leak More Political Data,1
1240,Hackers Ransoming Confidential HBO Data,1
1241,Half The World Will Watch 2016 Olympics,1
1242,Halima Aden Becomes First Sports Illustrated Model To Wear Burkini,1
1243,Hallmark Apologizes For Role In Supplying Third Reich With Greeting Cards,1
1244,Halloween Pop-Up Store Has Pick Of Every Storefront In Rust Belt Town,1
1245,Hamburger Creeped Out By Eerie Soy Facsimile Of Itself On Grill,1
1246,Handwriting Expert Confirms Killer Used Cursive,1
1247,Handwritten Einstein Note Praising Modest Life Sells For $1.56 Million,1
1248,Handwritten Sign Clarifies Flooded Urinal Covered In Garbage Bag ‘Out Of Order’,1
1249,"Hannity Claims Relationship With Cohen Never Went Past Payment For Legal Advice, Defense Strategy In Criminal Cases",1
1250,Han’s Gone Solo,1
1251,Happy Birthday Song Ruled Out Of Copyright,1
1252,Hardcore Weezer Fan Hates Everything Band Has Released Since Forming,1
1253,"Hardee’s, Carl’s Jr. End ‘Sexy’ Ads",1
1254,"Hare Krishnas: ‘Hare Krishna, Hare Krishna, Krishna Krishna, Hare Hare’",1
1255,Harvard Names Rihanna Humanitarian Of The Year,1
1256,Harvard Officials Say $8.9 Million Donation From Jeffrey Epstein Was From Brief Recovery Period When He Wasn’t A Pedophile,1
1257,Harvard Rescinds Admission Offers Over Offensive Memes,1
1258,Harvey Weinstein Found Guilty,1
1259,Hash Browns Recalled For ‘Extraneous Golf Ball Materials’,1
1260,Hate Crimes Continue To Rise,1
1261,Hate Crimes On The Rise,1
1262,Haunting Photographs Capture Empty Spaces Around The Country Amid Shelter-In-Place Orders,1
1263,"Having Trouble Finding The Coelacanth In ‘Animal Crossing’? And You Expect Us To Help You, After All You’ve Done? It Would Be Beneath Us To Even Grant You Death, You Dog",1
1264,Hawaii Could Increase Legal Age Of Smoking To 100,1
1265,Hazed NFL Rookie Forced To Pay For Rest Of Team’s Child Support,1
1266,Health Experts Say Coronavirus Originated In Promiscuous Bat Who Slept Around A Lot,1
1267,Health Experts Urge Parents To Dramatically Reduce Childrens’ On-Screen Time,1
1268,Health Officials Warn It Is Impossible To Tell If American Cruise Ship Passengers Suffering From Coronavirus Or Just Like That,1
1269,Heartbreaking Photos Of Polar Bears Who Will Die Before The Next ‘Metroid Prime’ If Nintendo Doesn’t Get Their Shit Together,1
1270,Heavily Armed Fans Guard Statue Of Yogi Bear In Case It Turns Out He Supported Confederacy,1
1271,Heavy Lifting Could Affect Fertility,1
1272,Helen Mirren Testifies On Looted Nazi Art,1
1273,Helpful HR Email Offers Employees Tips For Ignoring Mental Health,1
1274,Henry VIII’s Castle For Sale,1
1275,Herman Cain Withdraws From Fed Consideration,1
1276,Heroin Use On Rise In U.S.,1
1277,Herpes Administered To Invasive Fish,1
1278,High Production Values Most Suspicious Part Of Conspiracy Theory Video,1
1279,High School Drama Teacher Already Has Pretty Good Idea Who He’ll Pick For Fall Girlfriend,1
1280,High School Graduation Rate At Record High,1
1281,High School History Textbook Concludes With Little Blurb About Last 40 Years,1
1282,Highlights Of Joe Biden’s 2016 DNC Speech,1
1283,Highlights Of President Trump’s Trip To The U.K.,1
1284,Highlights Of The Democratic Primary Debate Day 1,1
1285,Highlights Of The Democratic Primary Debate Day 2,1
